compareStrain,vaccineStrain,vaccine_code,Year,Month,Day
KY487612_A_Linkou_0081_2016,EPI614441_A_Switzerland_9715293_2013,Swtz13,2016,1,26
KY509826_A_Chungbuk_107_2016,EPI614441_A_Switzerland_9715293_2013,Swtz13,2016,1,18
KY615384_A_Keelung_0026_2016,EPI614441_A_Switzerland_9715293_2013,Swtz13,2016,1,15
MK640906_A_China_71516_2016,EPI614441_A_Switzerland_9715293_2013,Swtz13,2016,1,25
KX416429_A_Hawaii_28_2016,EPI614441_A_Switzerland_9715293_2013,Swtz13,2016,2,29
KY509827_A_Gyeonggi_458_2016,EPI614441_A_Switzerland_9715293_2013,Swtz13,2016,2,22
KX413283_A_Georgia_40_2016,EPI614441_A_Switzerland_9715293_2013,Swtz13,2016,3,6
KX416117_A_Washington_47_2016,EPI614441_A_Switzerland_9715293_2013,Swtz13,2016,3,14
KX416829_A_Washington_55_2016,EPI614441_A_Switzerland_9715293_2013,Swtz13,2016,4,12
KX417005_A_Texas_136_2016,EPI614441_A_Switzerland_9715293_2013,Swtz13,2016,4,22
KX918281_A_Kentucky_26_2016,EPI614441_A_Switzerland_9715293_2013,Swtz13,2016,4,25
CY264049_A_Arizona_67_2016,EPI614441_A_Switzerland_9715293_2013,Swtz13,2016,5,4
CY208845_A_Texas_182_2016,EPI614441_A_Switzerland_9715293_2013,Swtz13,2016,8,31
KY115915_A_Nebraska_24_2016,EPI614441_A_Switzerland_9715293_2013,Swtz13,2016,9,19
MG984174_A_Shanghai_1_2016,EPI614441_A_Switzerland_9715293_2013,Swtz13,2016,9,14
CY211583_A_California_129_2016,EPI686117_A_Hong_Kong_15611_2015,HK15,2016,10,5
CY213847_A_Minnesota_76_2016,EPI686117_A_Hong_Kong_15611_2015,HK15,2016,10,25
CY210604_A_Idaho_41_2016,EPI686117_A_Hong_Kong_15611_2015,HK15,2016,11,22
KY949700_A_Keelung_0082_2016,EPI686117_A_Hong_Kong_15611_2015,HK15,2016,11,30
CY212887_A_California_184_2016,EPI686117_A_Hong_Kong_15611_2015,HK15,2016,12,13
CY214479_A_Maryland_31_2016,EPI686117_A_Hong_Kong_15611_2015,HK15,2016,12,19
CY214879_A_California_214_2016,EPI686117_A_Hong_Kong_15611_2015,HK15,2016,12,31
KY950051_A_Linkou_0186_2016,EPI686117_A_Hong_Kong_15611_2015,HK15,2016,12,26
MN304051_A_Basel_USB003343_1_2016,EPI686117_A_Hong_Kong_15611_2015,HK15,2016,12,27
MN304056_A_Basel_USB003348_1_2016,EPI686117_A_Hong_Kong_15611_2015,HK15,2016,12,30
MN304664_A_Basel_USB001538_1_2016,EPI686117_A_Hong_Kong_15611_2015,HK15,2016,12,27
MN304668_A_Basel_USB002128_1_2016,EPI686117_A_Hong_Kong_15611_2015,HK15,2016,12,27
MN304672_A_Basel_USB002199_1_2016,EPI686117_A_Hong_Kong_15611_2015,HK15,2016,12,27
MN304679_A_Basel_USB002138_1_2016,EPI686117_A_Hong_Kong_15611_2015,HK15,2016,12,28
MN304682_A_Basel_USB001546_1_2016,EPI686117_A_Hong_Kong_15611_2015,HK15,2016,12,29
MN304690_A_Basel_USB002178_1_2016,EPI686117_A_Hong_Kong_15611_2015,HK15,2016,12,29
MN304704_A_Basel_USB001552_1_2016,EPI686117_A_Hong_Kong_15611_2015,HK15,2016,12,31
MN304711_A_Basel_USB001562_1_2016,EPI686117_A_Hong_Kong_15611_2015,HK15,2016,12,31
CY212895_A_California_187_2016,EPI686117_A_Hong_Kong_15611_2015,HK15,2016,12,14
CY212631_A_Nevada_55_2016,EPI686117_A_Hong_Kong_15611_2015,HK15,2016,12,8
CY214207_A_Hawaii_103_2016,EPI686117_A_Hong_Kong_15611_2015,HK15,2016,12,7
KY949675_A_Linkou_0175_2016,EPI686117_A_Hong_Kong_15611_2015,HK15,2016,12,12
KY949682_A_Linkou_0191_2016,EPI686117_A_Hong_Kong_15611_2015,HK15,2016,12,30
KY949699_A_Linkou_0187_2016,EPI686117_A_Hong_Kong_15611_2015,HK15,2016,12,27
KY949766_A_Taipei_0088_2016,EPI686117_A_Hong_Kong_15611_2015,HK15,2016,12,6
KY949786_A_Keelung_0097_2016,EPI686117_A_Hong_Kong_15611_2015,HK15,2016,12,20
KY949826_A_Taipei_0092_2016,EPI686117_A_Hong_Kong_15611_2015,HK15,2016,12,19
KY949862_A_Keelung_0089_2016,EPI686117_A_Hong_Kong_15611_2015,HK15,2016,12,8
KY949934_A_Keelung_0099_2016,EPI686117_A_Hong_Kong_15611_2015,HK15,2016,12,21
KY949967_A_Linkou_0169_2016,EPI686117_A_Hong_Kong_15611_2015,HK15,2016,12,2
KY950096_A_Linkou_0181_2016,EPI686117_A_Hong_Kong_15611_2015,HK15,2016,12,21
KY950133_A_Keelung_0095_2016,EPI686117_A_Hong_Kong_15611_2015,HK15,2016,12,14
KY950211_A_Linkou_0185_2016,EPI686117_A_Hong_Kong_15611_2015,HK15,2016,12,24
MF736980_A_Vologda_CRIE_172_2016,EPI686117_A_Hong_Kong_15611_2015,HK15,2016,12,17
MG856322_A_Karachay_Cherkess_CRIE_296_2016,EPI686117_A_Hong_Kong_15611_2015,HK15,2016,12,11
MG984518_A_Shanghai_7_2016,EPI686117_A_Hong_Kong_15611_2015,HK15,2016,12,30
MK640910_A_China_80241_2016,EPI686117_A_Hong_Kong_15611_2015,HK15,2016,12,6
MN304604_A_Basel_USB002047_1_2016,EPI686117_A_Hong_Kong_15611_2015,HK15,2016,12,10
MN304638_A_Basel_USB002088_1_2016,EPI686117_A_Hong_Kong_15611_2015,HK15,2016,12,24
MN304643_A_Basel_USB002097_1_2016,EPI686117_A_Hong_Kong_15611_2015,HK15,2016,12,25
MN304651_A_Basel_USB002098_1_2016,EPI686117_A_Hong_Kong_15611_2015,HK15,2016,12,25
MN304652_A_Basel_USB001532_1_2016,EPI686117_A_Hong_Kong_15611_2015,HK15,2016,12,26
MN304663_A_Basel_USB001539_1_2016,EPI686117_A_Hong_Kong_15611_2015,HK15,2016,12,27
MN304667_A_Basel_USB001537_1_2016,EPI686117_A_Hong_Kong_15611_2015,HK15,2016,12,27
MN304687_A_Basel_USB002180_1_2016,EPI686117_A_Hong_Kong_15611_2015,HK15,2016,12,29
CY214567_A_West_Virginia_01_2017,EPI686117_A_Hong_Kong_15611_2015,HK15,2017,1,3
CY218123_A_Wisconsin_08_2017,EPI686117_A_Hong_Kong_15611_2015,HK15,2017,1,13
CY220132_A_Texas_32_2017,EPI686117_A_Hong_Kong_15611_2015,HK15,2017,1,31
CY220180_A_New_Jersey_07_2017,EPI686117_A_Hong_Kong_15611_2015,HK15,2017,1,30
CY223691_A_Maryland_10_2017,EPI686117_A_Hong_Kong_15611_2015,HK15,2017,1,31
CY224883_A_Arizona_06_2017,EPI686117_A_Hong_Kong_15611_2015,HK15,2017,1,31
CY242099_A_Florida_29_2017,EPI686117_A_Hong_Kong_15611_2015,HK15,2017,1,7
MF783012_A_Rochester_U029_2017,EPI686117_A_Hong_Kong_15611_2015,HK15,2017,1,20
MG984182_A_Shanghai_10_2017,EPI686117_A_Hong_Kong_15611_2015,HK15,2017,1,10
MG984190_A_Shanghai_11_2017,EPI686117_A_Hong_Kong_15611_2015,HK15,2017,1,11
MG984198_A_Shanghai_12_2017,EPI686117_A_Hong_Kong_15611_2015,HK15,2017,1,13
MG984222_A_Shanghai_15_2017,EPI686117_A_Hong_Kong_15611_2015,HK15,2017,1,22
MG984230_A_Shanghai_16_2017,EPI686117_A_Hong_Kong_15611_2015,HK15,2017,1,25
MG984238_A_Shanghai_17_2017,EPI686117_A_Hong_Kong_15611_2015,HK15,2017,1,25
MG984246_A_Shanghai_18_2017,EPI686117_A_Hong_Kong_15611_2015,HK15,2017,1,26
MG984254_A_Shanghai_19_2017,EPI686117_A_Hong_Kong_15611_2015,HK15,2017,1,31
MH637557_A_Keelung_0113_2017,EPI686117_A_Hong_Kong_15611_2015,HK15,2017,1,16
MH637752_A_Linkou_0206_2017,EPI686117_A_Hong_Kong_15611_2015,HK15,2017,1,17
MK640913_A_China_81105_2017,EPI686117_A_Hong_Kong_15611_2015,HK15,2017,1,4
MK640914_A_China_81129_2017,EPI686117_A_Hong_Kong_15611_2015,HK15,2017,1,5
MN304081_A_Basel_USB003378_1_2017,EPI686117_A_Hong_Kong_15611_2015,HK15,2017,1,13
MN304158_A_Basel_USB001568_1_2017,EPI686117_A_Hong_Kong_15611_2015,HK15,2017,1,2
MN304160_A_Basel_USB002230_1_2017,EPI686117_A_Hong_Kong_15611_2015,HK15,2017,1,2
MN304174_A_Basel_USB001581_1_2017,EPI686117_A_Hong_Kong_15611_2015,HK15,2017,1,3
MN304184_A_Basel_USB001592_1_2017,EPI686117_A_Hong_Kong_15611_2015,HK15,2017,1,4
MN304199_A_Basel_USB001639_1_2017,EPI686117_A_Hong_Kong_15611_2015,HK15,2017,1,4
MN304202_A_Basel_USB002304_1_2017,EPI686117_A_Hong_Kong_15611_2015,HK15,2017,1,4
MN304206_A_Basel_USB001584_1_2017,EPI686117_A_Hong_Kong_15611_2015,HK15,2017,1,4
MN304230_A_Basel_USB002323_1_2017,EPI686117_A_Hong_Kong_15611_2015,HK15,2017,1,6
MN304260_A_Basel_USB002443_1_2017,EPI686117_A_Hong_Kong_15611_2015,HK15,2017,1,7
MN304284_A_Basel_USB002561_1_2017,EPI686117_A_Hong_Kong_15611_2015,HK15,2017,1,9
MN304303_A_Basel_USB002594_1_2017,EPI686117_A_Hong_Kong_15611_2015,HK15,2017,1,10
MN304347_A_Basel_USB002671_1_2017,EPI686117_A_Hong_Kong_15611_2015,HK15,2017,1,13
MN304376_A_Basel_USB002722_1_2017,EPI686117_A_Hong_Kong_15611_2015,HK15,2017,1,17
MN304409_A_Basel_USB002775_1_2017,EPI686117_A_Hong_Kong_15611_2015,HK15,2017,1,22
MN304423_A_Basel_USB002825_1_2017,EPI686117_A_Hong_Kong_15611_2015,HK15,2017,1,23
MN304459_A_Basel_USB002891_1_2017,EPI686117_A_Hong_Kong_15611_2015,HK15,2017,1,29
CY220548_A_Alabama_06_2017,EPI686117_A_Hong_Kong_15611_2015,HK15,2017,2,7
CY221923_A_Texas_47_2017,EPI686117_A_Hong_Kong_15611_2015,HK15,2017,2,13
CY223218_A_New_Mexico_11_2017,EPI686117_A_Hong_Kong_15611_2015,HK15,2017,2,28
CY223707_A_Ohio_05_2017,EPI686117_A_Hong_Kong_15611_2015,HK15,2017,2,7
CY223731_A_Florida_10_2017,EPI686117_A_Hong_Kong_15611_2015,HK15,2017,2,8
CY223739_A_Florida_11_2017,EPI686117_A_Hong_Kong_15611_2015,HK15,2017,2,13
CY225075_A_Georgia_06_2017,EPI686117_A_Hong_Kong_15611_2015,HK15,2017,2,15
CY228314_A_South_Dakota_11_2017,EPI686117_A_Hong_Kong_15611_2015,HK15,2017,2,13
CY230042_A_Michigan_30_2017,EPI686117_A_Hong_Kong_15611_2015,HK15,2017,2,27
CY230282_A_Tennessee_21_2017,EPI686117_A_Hong_Kong_15611_2015,HK15,2017,2,20
CY230551_A_West_Virginia_09_2017,EPI686117_A_Hong_Kong_15611_2015,HK15,2017,2,13
CY230855_A_Oregon_14_2017,EPI686117_A_Hong_Kong_15611_2015,HK15,2017,2,28
MF736996_A_Karachay_Cherkess_CRIE_301_2017,EPI686117_A_Hong_Kong_15611_2015,HK15,2017,2,28
MG984270_A_Shanghai_20_2017,EPI686117_A_Hong_Kong_15611_2015,HK15,2017,2,3
MG984278_A_Shanghai_21_2017,EPI686117_A_Hong_Kong_15611_2015,HK15,2017,2,6
MH637648_A_Taipei_0122_2017,EPI686117_A_Hong_Kong_15611_2015,HK15,2017,2,2
MH637679_A_Taipei_0123_2017,EPI686117_A_Hong_Kong_15611_2015,HK15,2017,2,3
MK640915_A_China_81891_2017,EPI686117_A_Hong_Kong_15611_2015,HK15,2017,2,1
MN304116_A_Basel_USB003451_1_2017,EPI686117_A_Hong_Kong_15611_2015,HK15,2017,2,2
MN304117_A_Basel_USB003452_1_2017,EPI686117_A_Hong_Kong_15611_2015,HK15,2017,2,2
MN304125_A_Basel_USB003503_1_2017,EPI686117_A_Hong_Kong_15611_2015,HK15,2017,2,5
MN304128_A_Basel_USB003507_1_2017,EPI686117_A_Hong_Kong_15611_2015,HK15,2017,2,6
MN304483_A_Basel_USB002922_1_2017,EPI686117_A_Hong_Kong_15611_2015,HK15,2017,2,1
MN304521_A_Basel_USB002995_1_2017,EPI686117_A_Hong_Kong_15611_2015,HK15,2017,2,5
MN304543_A_Basel_USB003034_1_2017,EPI686117_A_Hong_Kong_15611_2015,HK15,2017,2,7
MN304587_A_Basel_USB003307_1_2017,EPI686117_A_Hong_Kong_15611_2015,HK15,2017,2,25
CY227443_A_Vermont_08_2017,EPI686117_A_Hong_Kong_15611_2015,HK15,2017,3,2
CY227899_A_Delaware_19_2017,EPI686117_A_Hong_Kong_15611_2015,HK15,2017,3,21
CY228698_A_Wisconsin_39_2017,EPI686117_A_Hong_Kong_15611_2015,HK15,2017,3,19
CY228730_A_Arkansas_18_2017,EPI686117_A_Hong_Kong_15611_2015,HK15,2017,3,19
CY230438_A_Delaware_19_2017,EPI686117_A_Hong_Kong_15611_2015,HK15,2017,3,21
MH637456_A_Linkou_0266_2017,EPI686117_A_Hong_Kong_15611_2015,HK15,2017,3,16
CY232473_A_Florida_34_2017,EPI686117_A_Hong_Kong_15611_2015,HK15,2017,4,9
CY232567_A_North_Carolina_27_2017,EPI686117_A_Hong_Kong_15611_2015,HK15,2017,4,5
CY235613_A_Washington_40_2017,EPI686117_A_Hong_Kong_15611_2015,HK15,2017,4,17
CY235685_A_Nevada_12_2017,EPI686117_A_Hong_Kong_15611_2015,HK15,2017,4,25
MH637707_A_Keelung_0161_2017,EPI686117_A_Hong_Kong_15611_2015,HK15,2017,4,7
MG984286_A_Shanghai_29_2017,EPI686117_A_Hong_Kong_15611_2015,HK15,2017,5,16
CY243548_A_Alaska_30_2017,EPI686117_A_Hong_Kong_15611_2015,HK15,2017,6,18
MG984302_A_Shanghai_30_2017,EPI686117_A_Hong_Kong_15611_2015,HK15,2017,6,23
MG984310_A_Shanghai_31_2017,EPI686117_A_Hong_Kong_15611_2015,HK15,2017,6,23
MH637576_A_Linkou_0302_2017,EPI686117_A_Hong_Kong_15611_2015,HK15,2017,6,20
CY242347_A_Florida_50_2017,EPI686117_A_Hong_Kong_15611_2015,HK15,2017,7,26
CY243675_A_Alaska_46_2017,EPI686117_A_Hong_Kong_15611_2015,HK15,2017,7,31
CY244478_A_California_60_2017,EPI686117_A_Hong_Kong_15611_2015,HK15,2017,7,1
MG198917_A_Guangdong_SKLRD01_2017,EPI686117_A_Hong_Kong_15611_2015,HK15,2017,7,15
MG984318_A_Shanghai_32_2017,EPI686117_A_Hong_Kong_15611_2015,HK15,2017,7,19
MG984326_A_Shanghai_33_2017,EPI686117_A_Hong_Kong_15611_2015,HK15,2017,7,25
MG984342_A_Shanghai_35_2017,EPI686117_A_Hong_Kong_15611_2015,HK15,2017,7,31
MH637447_A_Linkou_0335_2017,EPI686117_A_Hong_Kong_15611_2015,HK15,2017,7,18
MK159064_A_Jeonbuk_736_2017,EPI686117_A_Hong_Kong_15611_2015,HK15,2017,7,17
CY245203_A_Arizona_50_2017,EPI686117_A_Hong_Kong_15611_2015,HK15,2017,8,22
CY245459_A_Hawaii_45_2017,EPI686117_A_Hong_Kong_15611_2015,HK15,2017,8,22
MG984350_A_Shanghai_36_2017,EPI686117_A_Hong_Kong_15611_2015,HK15,2017,8,9
MG984358_A_Shanghai_37_2017,EPI686117_A_Hong_Kong_15611_2015,HK15,2017,8,9
MG984366_A_Shanghai_38_2017,EPI686117_A_Hong_Kong_15611_2015,HK15,2017,8,11
MG984390_A_Shanghai_40_2017,EPI686117_A_Hong_Kong_15611_2015,HK15,2017,8,19
MG984398_A_Shanghai_41_2017,EPI686117_A_Hong_Kong_15611_2015,HK15,2017,8,19
MG984414_A_Shanghai_43_2017,EPI686117_A_Hong_Kong_15611_2015,HK15,2017,8,21
MG984430_A_Shanghai_45_2017,EPI686117_A_Hong_Kong_15611_2015,HK15,2017,8,23
MG984438_A_Shanghai_46_2017,EPI686117_A_Hong_Kong_15611_2015,HK15,2017,8,29
MG984446_A_Shanghai_47_2017,EPI686117_A_Hong_Kong_15611_2015,HK15,2017,8,29
MG984462_A_Shanghai_49_2017,EPI686117_A_Hong_Kong_15611_2015,HK15,2017,9,5
MG984478_A_Shanghai_50_2017,EPI686117_A_Hong_Kong_15611_2015,HK15,2017,9,6
MG984486_A_Shanghai_51_2017,EPI686117_A_Hong_Kong_15611_2015,HK15,2017,9,8
MG984502_A_Shanghai_53_2017,EPI686117_A_Hong_Kong_15611_2015,HK15,2017,9,13
MK159072_A_Gyeongbuk_745_2017,EPI686117_A_Hong_Kong_15611_2015,HK15,2017,9,4
CY250520_A_Arkansas_24_2017,EPI686117_A_Hong_Kong_15611_2015,HK15,2017,10,12
CY257914_A_Florida_73_2017,EPI686117_A_Hong_Kong_15611_2015,HK15,2017,10,15
CY257994_A_Massachusetts_16_2017,EPI686117_A_Hong_Kong_15611_2015,HK15,2017,10,12
CY258177_A_New_York_36_2017,EPI686117_A_Hong_Kong_15611_2015,HK15,2017,10,21
CY258305_A_Louisiana_57_2017,EPI686117_A_Hong_Kong_15611_2015,HK15,2017,10,28
CY260353_A_California_86_2017,EPI686117_A_Hong_Kong_15611_2015,HK15,2017,10,3
CY266079_A_Florida_87_2017,EPI686117_A_Hong_Kong_15611_2015,HK15,2017,10,25
CY264374_A_New_Hampshire_27_2017,EPI686117_A_Hong_Kong_15611_2015,HK15,2017,11,21
CY264986_A_Pennsylvania_274_2017,EPI686117_A_Hong_Kong_15611_2015,HK15,2017,12,15
MG974447_A_Kansas_14_2017,EPI686117_A_Hong_Kong_15611_2015,HK15,2017,12,14
MH637483_A_Baltimore_P0247_2018,EPI686117_A_Hong_Kong_15611_2015,HK15,2018,1,14
MH637511_A_Baltimore_P0243_2018,EPI686117_A_Hong_Kong_15611_2015,HK15,2018,1,11
MH637528_A_Baltimore_P0241_2018,EPI686117_A_Hong_Kong_15611_2015,HK15,2018,1,10
MH637565_A_Baltimore_P0255_2018,EPI686117_A_Hong_Kong_15611_2015,HK15,2018,1,20
MH637603_A_Baltimore_P0238_2018,EPI686117_A_Hong_Kong_15611_2015,HK15,2018,1,8
MH637673_A_Baltimore_P0237_2018,EPI686117_A_Hong_Kong_15611_2015,HK15,2018,1,7
MH637726_A_Baltimore_P0239_2018,EPI686117_A_Hong_Kong_15611_2015,HK15,2018,1,8
MH637747_A_Baltimore_P0232_2018,EPI686117_A_Hong_Kong_15611_2015,HK15,2018,1,2
MH637768_A_Baltimore_P0242_2018,EPI686117_A_Hong_Kong_15611_2015,HK15,2018,1,11
MH637783_A_Baltimore_P0244_2018,EPI686117_A_Hong_Kong_15611_2015,HK15,2018,1,11
MH637488_A_Baltimore_P0279_2018,EPI686117_A_Hong_Kong_15611_2015,HK15,2018,2,2
MH637596_A_Baltimore_P0304_2018,EPI686117_A_Hong_Kong_15611_2015,HK15,2018,2,13
MH637687_A_Baltimore_P0286_2018,EPI686117_A_Hong_Kong_15611_2015,HK15,2018,2,5
MH637730_A_Baltimore_P0283_2018,EPI686117_A_Hong_Kong_15611_2015,HK15,2018,2,4
MH637808_A_Baltimore_P0298_2018,EPI686117_A_Hong_Kong_15611_2015,HK15,2018,2,10
MH701747_A_New_Jersey_93924_2018,EPI686117_A_Hong_Kong_15611_2015,HK15,2018,2,20
MH701755_A_New_Jersey_93934_2018,EPI686117_A_Hong_Kong_15611_2015,HK15,2018,2,21
MN154312_A_Washington_9752_2019,EPI686117_A_Hong_Kong_15611_2015,HK15,2019,3,15
MN170167_A_Washington_9147_2019,EPI686117_A_Hong_Kong_15611_2015,HK15,2019,3,10
MN170183_A_Washington_9149_2019,EPI686117_A_Hong_Kong_15611_2015,HK15,2019,3,11
MN170191_A_Washington_9150_2019,EPI686117_A_Hong_Kong_15611_2015,HK15,2019,3,11
MN170207_A_Washington_9153_2019,EPI686117_A_Hong_Kong_15611_2015,HK15,2019,3,14
MN170223_A_Washington_9155_2019,EPI686117_A_Hong_Kong_15611_2015,HK15,2019,3,14
