"StrainName","vaccine_code","Year","Month","Day","Dom","PB2_Nonsyn","PB1_Nonsyn","PA_Nonsyn","HA_Nonsyn","NP_Nonsyn","NA_Nonsyn","M_Nonsyn","NS_Nonsyn","PB2_Syn","PB1_Syn","PA_Syn","HA_Syn","NP_Syn","NA_Syn","M_Syn","NS_Syn"
"CY068336_A_California_VRDL260_2009","Bris07",2009,5,1,0,1,1,1,6,1,2,1,2,8,3,10,10,4,5,6,1
"CY068480_A_California_VRDL309_2009","Bris07",2009,5,2,0,3,2,0,0,1,4,1,3,12,4,14,6,3,2,2,2
"CY077432_A_California_VRDL356_2009","Bris07",2009,6,2,0,2,3,1,5,2,1,2,3,6,3,9.5,6,9,6,4,1
"CY084416_A_New_York_3918_2009","Bris07",2009,6,5,0,1,3,3,7,1,1,1,3,5,3,8.5,7,8,6,3,1
"CY113044_A_Netherlands_761_2009","Bris07",2009,6,25,0,3,3,0,2,0,5,2,1,7,9,11,11,6,4,2,4
"CY106599_A_Hong_Kong_H090_671_V10_2009","Bris07",2009,7,6,1,3,4,1,3,0,4,1,5,7,5,10,17,6,7,2,1
"CY106647_A_Hong_Kong_H090_689_V22_2009","Bris07",2009,7,12,0,2,1,2,5,1,2,1,2,9,4,10.5,8,6,7,3,0
"CY106655_A_Hong_Kong_H090_692_V10_2009","Bris07",2009,7,10,0,1,1,1,5,1,3,1,2,6,5,9.5,11,6,7,3,0
"CY106703_A_Hong_Kong_H090_714_V10_2009","Bris07",2009,7,15,0,1,1,2,6,1,2,1,2,6,4,9.5,9,6,7,3,0
"CY106735_A_Hong_Kong_H090_720_V31_2009","Bris07",2009,7,24,1,3,4,1,3,0,4,1,5,8,5,11,17,6,6,2,1
"CY106743_A_Hong_Kong_H090_724_V10_2009","Bris07",2009,7,20,0,1,2,1,7,2,1,3,2,6,3,10.5,7,9,10,3,0
"CY106751_A_Hong_Kong_H090_724_V20_2009","Bris07",2009,7,22,0,1,2,1,7,2,1,3,2,6,3,10.5,7,9,10,3,0
"CY106791_A_Hong_Kong_H090_733_V10_2009","Bris07",2009,7,22,0,3,3,2,6,1,3,2,3,7,3,10.5,9,7,7,3,0
"CY106847_A_Hong_Kong_H090_739_V22_2009","Bris07",2009,7,27,0,2,1,1,9,2,4,1,3,7,4,9.5,7,7,7,3,1
"CY106863_A_Hong_Kong_H090_739_V33_2009","Bris07",2009,7,29,0,2,1,1,9,2,4,1,3,7,4,9.5,7,7,7,3,1
"CY106871_A_Hong_Kong_H090_741_V10_2009","Bris07",2009,7,24,0,1,1,1,7,1,2,1,2,9,3,10.5,8,6,7,3,0
"CY106879_A_Hong_Kong_H090_747_V10_2009","Bris07",2009,7,28,0,1,1,1,8,2,2,1,2,6,5,9.5,7,7,7,3,1
"CY115527_A_Hong_Kong_H090_689_V20_2009","Bris07",2009,7,12,0,1,1,2,5,1,2,1,2,9,4,10.5,8,6,7,3,0
"CY115647_A_Hong_Kong_H090_726_V10_2009","Bris07",2009,7,20,0,1,1,1,5,3,2,1,2,6,3,10,9,6,7,3,0
"CY115687_A_Hong_Kong_H090_734_V32_2009","Bris07",2009,7,27,0,1,1,2,5,1,2,1,2,8,5,10.5,8,6,9,3,1
"CY115727_A_Hong_Kong_H090_739_V23_2009","Bris07",2009,7,27,0,2,1,1,9,2,4,1,3,7,4,9.5,7,7,7,3,1
"CY115735_A_Hong_Kong_H090_739_V33_2009","Bris07",2009,7,29,0,2,1,1,9,2,4,1,3,7,4,9.5,7,7,7,3,1
"KY049985_A_Qinghai_178_2010","Bris07",2010,3,15,1,4,5,5,8,1,8,1,3,19,19,18,16,6,7,6,4
"CY072221_A_New_York_20343_2010","Bris07",2010,6,16,1,3,5,2,9,0,4,2,4,8,10,11,11,4,7,2,0
"HQ664917_A_Nanjing_1655_2010","Bris07",2010,9,10,0,6,4,4,12,2,7,1,3,20,15,18,13,7,7,7,4
"HQ664922_A_Nanjing_1654_2010","Bris07",2010,9,10,0,6,8,3,8,3,11,3,4,17,18,16,15,9,8,5,5
"HQ664929_A_Nanjing_1663_2010","Bris07",2010,9,10,0,6,8,5,12,1,6,5,3,21,21,19,15,7,5,6,4
"CY093221_A_District_of_Columbia_WRAIR0300_2010","Prth09",2010,11,17,0,2,5,4,10,4,5,0,4,10,14,16,9,8,12,13,3
"MK729833_A_New_York_WC_LVD_10_001_2010","Prth09",2010,11,4,0,1,4,4,8,2,3,0,5,8,17,15,9,7,15,6,5
"CY093540_A_Mexico_City_WRAIR3579T_2010","Prth09",2010,12,9,0,6,3,2,10,2,4,0,3,23,19,15,17,6,9,8,7
"CY114516_A_Netherlands_034_2010","Prth09",2010,12,23,0,3,4,4,13,1,8,2,4,10,17,15,10,7,15,8,3
"KC882441_A_Iowa_19_2010","Prth09",2010,12,30,0,6,2,2,10,1,4,0,3,23,21,15,17,7,12,8,8
"KC882476_A_Texas_24_2010","Prth09",2010,12,31,0,8,2,2,10,1,5,0,6,21,21,17,17,13,9,9,8
"KT888262_A_Mexico_City_1514A00904139N_CP2_2010","Prth09",2010,12,29,0,6,2,2,10,1,3,0,4,23,18,15,19,7,9,9,7
"MK729873_A_New_York_WC_LVD_10_006_2010","Prth09",2010,12,16,0,1,0,1,4,4,2,1,2,7,5,6,9,7,8,5,4
"CY091580_A_Illinois_NHRC0002_2011","Prth09",2011,1,19,0,7,2,4,10,1,3,0,3,24,17,15,17,9,9,8,9
"CY091588_A_California_NHRC0001_2011","Prth09",2011,1,14,0,6,3,2,11,1,4,0,3,21,17,15,19,6,9,8,7
"CY092272_A_California_NHRC0003_2011","Prth09",2011,1,28,0,6,2,2,11,1,3,0,3,23,20,18,17,6,12,8,7
"CY092288_A_California_NHRC0002_2011","Prth09",2011,1,16,0,6,2,2,10,1,3,0,3,22,19,15,18,7,10,8,7
"CY111165_A_Boston_DOA05_2011","Prth09",2011,1,11,0,7,2,2,9,1,4,1,4,21,21,16,16,9,14,8,7
"CY114428_A_Netherlands_063_2011","Prth09",2011,1,5,0,2,4,5,2,2,7,1,4,22,23,9,12,10,15,11,10
"CY167515_A_Tennessee_F2018A_2011","Prth09",2011,1,24,0,6,4,3,11,1,3,1,3,22,17,15,17,6,10,8,9
"KC882565_A_New_Jersey_01_2011","Prth09",2011,1,11,0,1,4,4,10,1,5,1,5,9,17,17,10,12,16,9,3
"CY111309_A_Boston_DOA48_2011","Prth09",2011,2,16,0,2,4,6,11,1,4,1,5,6,18,18,10,12,17,9,4
"CY111317_A_Boston_DOA51_2011","Prth09",2011,2,18,0,1,4,5,11,1,6,1,5,10,20,19,9,11,17,8,3
"CY134520_A_Boston_DOA38_2011","Prth09",2011,2,12,0,7,3,4,10,1,4,0,4,22,19,18,18,9,13,9,7
"CY134568_A_Boston_DOA47_2011","Prth09",2011,2,14,0,6,2,3,10,1,4,0,3,25,20,18,19,8,11,9,9
"CY167571_A_Tennessee_F2031A_2011","Prth09",2011,2,7,0,7,2,3,10,2,4,2,3,22,19,16,17,6,11,8,8
"KC882641_A_Texas_06_2011","Prth09",2011,2,5,0,6,2,2,11,1,7,2,3,22,20,15,17,6,10,9,7
"KR137644_A_Bethesda_NIH12_2011","Prth09",2011,2,15,0,3,6,4,10,5,7,1,6,12,28,18,16,14,16,9,3
"CY111421_A_Boston_DOA78_2011","Prth09",2011,3,14,0,8,2,2,9,1,5,1,4,22,22,16,16,9,15,8,7
"EPI417234_A_Victoria_361_2011","Prth09",2011,10,24,0,2,3,5,11,2,8,0,5,21,23,20,12,11,20,8,7
"KT888275_A_Hong_Kong_1514A01704826T_2011","Prth09",2011,11,15,1,2,3,4,14,1,7,0,5,19,19,22,16,9,17,8,5
"KT888268_A_Amman_1514A01004465T_2011","Prth09",2011,12,5,0,3,3,3,13,1,8,2,4,20,25,20,16,9,18,9,5
"KT888283_A_Budapest_1514A07804502N_2011","Prth09",2011,12,12,0,3,4,4,10,1,7,0,5,10,24,14,11,11,17,5,3
"KT889087_A_Japan_22_2011","Prth09",2011,12,20,1,6,2,6,13,2,6,2,6,25,25,20,20,10,12,11,11
"KT888257_A_Moscow_1514A00504942N_2012","Prth09",2012,1,19,0,3,4,3,10,5,9,0,6,12,31,14,15,9,14,8,4
"KT888258_A_Moscow_1514A00504950T_2012","Prth09",2012,1,11,0,3,3,3,12,1,6,0,4,13,26,14,13,10,17,6,3
"KT888267_A_Amman_1514A01004462T_2012","Prth09",2012,1,11,0,3,4,3,13,1,8,2,4,19,25,20,16,9,18,9,5
"KT888281_A_Sarajevo_1514A06604486N_2012","Prth09",2012,1,11,0,6,2,4,12,2,6,0,3,27,22,22,20,9,13,10,11
"KT888944_A_Yokosuka_SE680_2012","Prth09",2012,1,24,0,2,3,5,10,1,5,0,5,10,27,15,19,12,16,7,3
"KT889082_A_Japan_17_2012","Prth09",2012,1,31,0,2,3,3,10,1,5,0,5,11,27,15,16,13,16,6,5
"KT889083_A_Korea_18_2012","Prth09",2012,1,24,1,3,3,6,13,2,8,1,7,16,25,19,15,10,19,9,8
"KT889099_A_Korea_37_2012","Prth09",2012,1,19,0,2,3,4,14,1,6,0,6,19,20,22,14,10,17,8,7
"KT889102_A_Kyrgyzstan_40_2012","Prth09",2012,1,12,0,2,3,4,14,1,6,0,5,17,22,23,14,10,16,10,6
"KT889103_A_Kyrgyzstan_41_2012","Prth09",2012,1,12,0,2,4,4,14,1,6,0,5,18,22,21,14,9,16,10,6
"KT889104_A_Japan_42_2012","Prth09",2012,1,31,0,2,6,4,10,1,5,0,5,11,27,15,16,13,16,6,5
"KT889107_A_Korea_45_2012","Prth09",2012,1,13,0,2,3,3,11,1,6,1,6,11,27,19,14,14,18,6,4
"KT889108_A_Korea_47_2012","Prth09",2012,1,20,1,3,3,5,13,2,8,1,5,17,23,24,15,10,18,8,5
"KT888945_A_Yokosuka_SE863_2012","Prth09",2012,2,3,0,2,5,3,11,1,8,0,4,15,23,15,13,13,16,5,3
"KT889105_A_Japan_43_2012","Prth09",2012,2,5,0,2,3,4,10,1,5,0,5,11,26,15,16,13,16,6,5
"KC892843_A_Nevada_12_2012","Prth09",2012,3,30,0,6,3,3,13,2,5,1,4,26,27,17,23,17,15,14,10
"KT888260_A_Moscow_1514A00505153N_2012","Prth09",2012,3,23,0,7,4,3,13,3,8,1,7,18,24,18,15,15,22,9,4
"KT889091_A_Japan_26_2012","Prth09",2012,3,5,0,3,5,3,13,4,7,1,6,16,29,19,16,13,24,8,4
"EPI556813_A_Texas_50_2012","Prth09",2012,4,15,0,2,3,4,14,1,7,0,7,19,22,24,15,10,16,10,6
"KT888259_A_Moscow_1514A00505149T_2012","Prth09",2012,4,12,0,7,4,3,13,3,8,1,7,18,24,18,15,15,22,9,4
"KT888261_A_Moscow_1514A00505162N_2012","Prth09",2012,4,13,0,7,4,3,13,3,8,1,7,18,24,18,15,15,22,9,4
"KT888279_A_Prague_1514A06404885N_2012","Prth09",2012,4,12,0,2,3,4,13,1,6,0,6,20,22,20,16,8,18,8,5
"MK640845_A_China_38887_2012","Prth09",2012,8,29,1,3,3,7,14,2,10,0,5,23,27,24,19,12,21,9,7
"MK640846_A_China_38888_2012","Prth09",2012,8,29,0,3,4,5,14,1,7,0,5,22,25,26,16,9,20,9,7
"MK640847_A_China_39207_2012","Prth09",2012,9,26,1,3,4,4,15,1,9,0,6,25,28,19,17,11,18,9,5
"MK730233_A_New_York_WC_LVD_12_051_2012","Vic11",2012,10,5,0,0,2,0,4,1,0,1,1,4,1,4,10,1,2,1,1
"CY134779_A_Texas_JMM_8_2012","Vic11",2012,11,20,0,10,4,1,13,1,4,1,4,42,32,18,22,13,11,12,6
"CY135131_A_Texas_JMM_54_2012","Vic11",2012,12,6,0,0,1,0,2,0,1,0,1,5,3,4,8,4,0,0,0
"CY148427_A_Boston_DOA2_112_2012","Vic11",2012,12,4,0,3,0,0,3,1,1,1,0,2,4,3,5,2,2,1,2
"CY148547_A_Boston_DOA2_128_2012","Vic11",2012,12,18,0,4,0,1,4,1,2,0,0,0,6,3,6,1,2,1,1
"CY167934_A_Boston_YGA_00008_2012","Vic11",2012,12,19,0,0,1,0,5,1,2,0,1,5,3,5,5,1,2,0,2
"CY168846_A_Boston_YGA_01045_2012","Vic11",2012,12,25,0,12,4,1,10,1,4,1,4,45,35,18,19,11,15,11,6
"CY168878_A_Boston_YGA_01049_2012","Vic11",2012,12,26,0,0,1,0,3,0,1,0,1,5,3,5,8,4,0,0,0
"CY170126_A_Boston_YGA_02003_2012","Vic11",2012,12,17,0,1,3,1,4,1,2,0,1,4,0,4,7,2,3,1,0
"CY171246_A_Chicago_YGA_04053_2012","Vic11",2012,12,18,0,0,1,0,2,1,1,0,1,4,1,1,9,1,2,0,2
"CY171270_A_Chicago_YGA_04056_2012","Vic11",2012,12,18,0,0,0,2,3,1,2,0,1,2,2,2,10,0,1,3,1
"CY171342_A_Chicago_YGA_04090_2012","Vic11",2012,12,26,0,0,1,1,3,1,1,1,1,3,3,4,11,4,1,1,2
"CY171406_A_Chicago_YGA_04102_2012","Vic11",2012,12,27,0,2,1,0,2,1,1,0,1,3,1,2,9,1,2,0,2
"CY182800_A_Houston_JMM_74_2012","Vic11",2012,12,15,0,1,1,0,2,1,2,0,1,4,4,3,8,2,0,0,1
"CY182848_A_Houston_JMM_80_2012","Vic11",2012,12,18,0,0,1,0,2,1,1,0,1,4,2,3,6,1,0,1,0
"CY182880_A_Houston_JMM_85_2012","Vic11",2012,12,19,0,0,1,0,2,1,0,0,1,5,4,4,6,1,1,0,1
"CY182960_A_Houston_JMM_96_2012","Vic11",2012,12,29,0,0,1,1,2,0,2,1,1,5,3,4,6,2,0,0,1
"MK640848_A_China_41303_2012","Vic11",2012,12,24,0,1,1,1,4,1,2,1,3,5,1,0,6,2,2,5,0
"MK640849_A_China_41304_2012","Vic11",2012,12,24,0,0,1,1,4,1,1,1,1,4,1,5,5,2,3,0,1
"MK730273_A_New_York_WC_LVD_12_057_2012","Vic11",2012,12,7,0,1,1,1,4,0,0,0,3,4,0,2,10,2,1,0,2
"MK730497_A_New_York_WC_LVD_12_086_2012","Vic11",2012,12,17,0,0,1,1,6,0,1,0,2,3,5,4,4,0,1,0,1
"MK970023_A_Maryland_22_1_2012","Vic11",2012,12,12,0,0,1,1,6,1,2,0,1,2,1,1,10,1,3,0,2
"CY148707_A_Boston_DOA2_149_2013","Vic11",2013,1,9,0,2,1,1,4,0,1,0,3,3,1,3,9,2,1,1,1
"CY148787_A_Boston_DOA2_161_2013","Vic11",2013,1,2,0,2,2,0,3,1,2,0,2,3,2,5,10,1,2,2,1
"CY148923_A_Boston_DOA2_180_2013","Vic11",2013,1,13,0,0,3,1,4,0,2,1,2,4,2,3,7,2,1,1,0
"CY149131_A_Boston_DOA2_218_2013","Vic11",2013,1,15,0,0,1,0,5,1,2,0,1,4,4,6,4,1,1,0,2
"CY149323_A_Boston_DOA2_245_2013","Vic11",2013,1,25,0,0,4,1,4,0,2,1,2,3,2,2,7,1,3,1,0
"CY168094_A_Boston_YGA_00035_2013","Vic11",2013,1,10,0,1,2,0,4,0,1,1,2,4,3,3,7,0,1,1,0
"CY168238_A_Boston_YGA_00054_2013","Vic11",2013,1,24,0,1,1,1,5,0,1,0,4,4,2,4,10,2,1,0,2
"CY169366_A_Boston_YGA_01115_2013","Vic11",2013,1,1,0,1,2,1,5,1,1,0,1,5,3,4,5,1,1,1,2
"CY169798_A_Boston_YGA_01173_2013","Vic11",2013,1,17,0,0,1,0,5,1,2,0,1,4,4,5,4,1,1,0,2
"CY169878_A_Boston_YGA_01186_2013","Vic11",2013,1,21,0,1,1,2,3,1,2,0,1,3,2,5,11,2,1,3,0
"CY170350_A_Boston_YGA_02039_2013","Vic11",2013,1,19,0,0,0,1,3,1,1,1,2,1,1,5,9,1,0,3,1
"CY170574_A_Santa_Clara_YGA_03016_2013","Vic11",2013,1,17,0,0,1,0,3,1,2,0,1,5,3,5,6,2,0,1,0
"CY170998_A_Santa_Clara_YGA_03074_2013","Vic11",2013,1,8,0,1,2,1,2,1,2,0,1,4,3,3,9,0,2,1,2
"CY171638_A_Chicago_YGA_04135_2013","Vic11",2013,1,3,0,1,1,1,3,1,1,0,1,4,1,3,10,2,2,0,2
"CY171734_A_Chicago_YGA_04198_2013","Vic11",2013,1,23,0,11,5,1,10,1,4,2,6,45,33,20,21,13,10,12,6
"CY183136_A_Houston_JMM_120_2013","Vic11",2013,1,8,0,1,0,1,5,1,1,0,2,2,1,4,9,2,1,2,1
"KT888272_A_Kabul_1514A01305430N_2013","Vic11",2013,1,7,0,0,0,1,3,1,0,0,1,2,1,2,11,2,3,3,1
"MK640850_A_China_41678_2013","Vic11",2013,1,5,0,0,1,0,4,0,1,0,1,5,2,2,9,2,1,0,1
"MK640851_A_China_41691_2013","Vic11",2013,1,5,0,0,0,0,3,1,1,1,1,2,1,4,12,1,1,3,0
"MK818117_A_Maryland_63_5D_2013","Vic11",2013,1,11,0,0,2,0,5,1,2,0,1,2,2,2,7,0,3,0,1
"KT888280_A_Pristina_1514A06505401N_2013","Vic11",2013,2,6,0,1,3,1,4,1,1,0,1,4,2,1,6,0,1,1,1
"KT888284_A_Budapest_1514A07805419T_2013","Vic11",2013,2,5,0,0,0,1,3,0,1,0,1,4,1,2,12,3,2,2,1
"KT888285_A_Budapest_1514A07805832T_2013","Vic11",2013,2,6,0,0,0,1,3,0,1,0,1,3,1,2,12,3,3,3,1
"MK817973_A_Maryland_178_5D_2013","Vic11",2013,2,7,0,0,2,0,5,1,2,1,2,3,2,1,7,0,4,0,2
"MK969839_A_Maryland_127_17D_2013","Vic11",2013,2,4,0,1,3,1,4,0,2,1,2,7,2,5,7,2,0,1,0
"KF034876_A_Suzhou_1275_2013","Vic11",2013,4,4,0,0,1,3,4,1,2,0,1,3,3,4,6,2,2,1,1
"MK640852_A_China_44381_2013","Vic11",2013,4,9,0,1,2,0,5,1,0,0,1,5,1,3,4,0,1,2,1
"KT888276_A_Taipei_1514A02605215N_2013","Vic11",2013,5,7,0,0,0,1,3,1,1,1,1,7,0,7,6,1,1,2,1
"KT888277_A_Taipei_1514A02605215T_2013","Vic11",2013,5,7,0,0,1,1,3,1,1,1,1,7,0,7,6,1,1,2,1
"EPI614441_A_Switzerland_9715293_2013","Vic11",2013,12,6,1,0,0,7,8,0,0,0,2,8,8,6,7,6,5,2,2
"MK640853_A_China_51045_2013","Vic11",2013,12,29,0,2,2,0,6,1,1,0,2,9,7,7,8,1,3,2,1
"LC032990_A_Hokkaido_13H009_2014","Vic11",2014,1,14,0,0,2,1,7,0,6,0,2,11,14,10,6,18,4,9,1
"LC033126_A_Niigata_13F024_2014","Vic11",2014,1,31,0,0,1,6,8,0,0,0,3,9,8,7,8,4,5,2,2
"LC033326_A_Nagasaki_13N046_2014","Vic11",2014,1,30,0,2,0,2,5,1,1,0,2,10,5,7,14,5,0,3,0
"LC033310_A_Nagasaki_13N007_2014","Vic11",2014,1,13,0,0,3,0,5,1,0,1,1,8,6,4,6,2,3,1,1
"LC033302_A_Nagasaki_13N004_2014","Vic11",2014,1,2,0,1,2,2,5,1,2,0,1,5,5,3,7,0,5,2,0
"MK640854_A_China_51323_2014","Vic11",2014,1,6,0,1,2,1,5,1,0,0,3,9,9,6,8,0,1,3,1
"MK640855_A_China_51340_2014","Vic11",2014,1,6,0,1,3,0,5,0,0,0,2,7,6,8,8,3,1,1,3
"LC032870_A_Kyoto_13K025_2014","Vic11",2014,2,5,0,0,1,2,6,0,4,1,3,14,15,11,6,20,4,10,0
"LC032886_A_Kyoto_13K054_2014","Vic11",2014,2,13,0,0,2,2,5,1,2,0,2,7,7,6,6,1,2,1,1
"LC033134_A_Niigata_13F335_2014","Vic11",2014,3,3,0,2,1,3,4,1,11,1,3,5,4,8,12,3,3,6,1
"MK640856_A_China_55254_2014","Vic11",2014,5,8,0,0,1,5,8,0,3,1,3,11,9,6,8,6,6,4,2
"MK640857_A_China_55312_2014","Vic11",2014,5,13,1,0,0,6,9,0,1,0,2,10,9,7,10,4,9,5,2
"KR057629_A_Hawaii_39_2014","Vic11",2014,8,13,0,1,3,2,8,0,6,1,2,17,20,16,12,19,11,9,1
"KR057691_A_California_18_2014","Vic11",2014,8,8,0,1,3,2,12,1,1,0,2,13,2,13,7,10,3,4,1
"KT837113_A_California_19_2014","Vic11",2014,9,4,0,0,0,3,10,0,1,0,2,15,5,11,10,5,3,3,2
"KT837844_A_Colorado_15_2014","Vic11",2014,10,4,0,2,0,2,9,0,1,0,3,10,5,11,11,4,3,2,3
"KT837873_A_Mississippi_05_2014","Vic11",2014,10,14,0,3,0,4,10,1,2,0,1,11,7,11,11,9,0,4,1
"KT838103_A_Maryland_28_2014","Vic11",2014,10,14,0,4,0,2,9,0,2,0,4,12,7,9,10,7,0,2,1
"KT838296_A_Minnesota_28_2014","Vic11",2014,10,18,1,2,0,2,9,1,4,0,2,8,5,9,9,4,1,2,1
"KT838328_A_Louisiana_11_2014","Vic11",2014,10,21,0,3,1,2,11,1,3,0,2,10,18,15,8,20,6,4,1
"KY681484_A_Saudi_Arabia_07_2014","Vic11",2014,10,4,0,0,1,5,8,0,3,1,2,10,12,8,9,7,6,4,1
"CY207882_A_New_York_WC_LVD_14_097_2014","Vic11",2014,11,10,0,2,0,3,9,1,2,0,1,13,5,11,13,7,0,4,1
"KT838891_A_Georgia_04_2014","Vic11",2014,11,20,0,2,0,2,10,1,1,0,2,10,5,10,10,4,0,3,3
"KT838993_A_Missouri_11_2014","Vic11",2014,11,18,0,2,1,1,13,2,3,0,5,9,16,17,9,20,6,5,1
"KT839062_A_Texas_62_2014","Vic11",2014,11,3,1,2,0,2,11,0,1,1,1,9,4,8,11,4,4,3,1
"KT839395_A_Pennsylvania_49_2014","Vic11",2014,11,28,0,1,0,2,11,0,2,1,3,17,5,13,8,5,3,3,3
"MK640859_A_China_59100_2014","Vic11",2014,11,14,0,0,1,6,9,1,1,0,2,12,10,6,9,3,8,3,2
"CY207362_A_New_York_WC_LVD_14_073_2014","Vic11",2014,12,3,0,2,0,2,10,1,3,0,1,10,7,11,14,5,1,2,2
"CY207634_A_New_York_WC_LVD_14_094_2014","Vic11",2014,12,26,0,1,0,6,9,1,4,0,4,9,11,9,11,7,7,2,0
"KT839657_A_Alabama_10_2014","Vic11",2014,12,4,0,2,1,4,10,1,2,2,1,11,7,10,11,7,6,4,4
"KT840076_A_Tennessee_15_2014","Vic11",2014,12,9,0,2,0,2,10,0,2,0,1,8,5,11,11,5,2,4,2
"KT840285_A_Virginia_37_2014","Vic11",2014,12,5,0,3,1,2,9,1,2,0,1,9,5,11,10,5,3,3,4
"KT840798_A_Massachusetts_23_2014","Vic11",2014,12,14,0,2,0,2,9,1,3,0,1,9,8,11,13,5,2,2,2
"KT840865_A_Washington_60_2014","Vic11",2014,12,23,0,2,3,1,12,1,7,1,2,19,16,15,8,20,6,8,1
"KT841078_A_California_43_2014","Vic11",2014,12,23,0,2,0,2,9,1,3,1,2,11,8,8,14,6,1,3,3
"KY487521_A_Columbia_P0079_2014","Vic11",2014,12,25,0,2,0,2,11,1,2,0,2,10,5,12,11,4,1,3,2
"KY615536_A_Columbia_P0112_2014","Vic11",2014,12,27,0,4,0,3,9,1,1,0,5,8,8,9,10,5,3,4,5
"MK640865_A_China_60938_2014","Vic11",2014,12,9,0,2,3,7,11,0,3,1,2,15,12,6,13,8,7,4,1
"MK640867_A_China_J7525_2014","Vic11",2014,12,9,0,1,0,5,10,0,1,0,2,14,12,9,12,6,9,2,2
"MK640868_A_China_J7506_2014","Vic11",2014,12,9,0,1,0,7,11,0,3,1,3,15,15,11,11,7,5,4,0
"MK640871_A_China_60701_2014","Vic11",2014,12,11,0,1,0,6,9,0,2,0,2,12,13,8,9,8,8,3,2
"MK640877_A_China_61248_2014","Vic11",2014,12,16,0,1,1,5,8,0,0,0,2,14,9,8,10,7,9,3,1
"MK640878_A_China_61391_2014","Vic11",2014,12,18,0,2,1,2,10,0,2,1,1,12,7,10,9,4,2,3,1
"MK640879_A_China_61007_2014","Vic11",2014,12,18,0,1,1,5,13,0,2,1,4,10,11,8,10,7,7,2,1
