"StrainName","vaccine_code","Year","Month","Day","Dom","PB2_Nonsyn","PB1_Nonsyn","PA_Nonsyn","HA_Nonsyn","NP_Nonsyn","NA_Nonsyn","M_Nonsyn","NS_Nonsyn","PB2_Syn","PB1_Syn","PA_Syn","HA_Syn","NP_Syn","NA_Syn","M_Syn","NS_Syn"
"CY242347_A_Florida_50_2017","HK15",2017,7,26,0,0,0,2,9,0,2,1,3,12,7,18,8,4,5,4,4
"CY243675_A_Alaska_46_2017","HK15",2017,7,31,0,0,0,0,7,2,3,0,1,9,10,9,11,5,2,3,1
"CY244478_A_California_60_2017","HK15",2017,7,1,0,3,0,0,6,2,5,0,5,12,20,6,7,2,7,3,2
"MG198917_A_Guangdong_SKLRD01_2017","HK15",2017,7,15,1,2,0,1,5,4,5,0,1,15,12,5,7,4,1,3,3
"MG984318_A_Shanghai_32_2017","HK15",2017,7,19,0,3,0,1,8,1,6,0,2,12,13,4,18,1,1,1,4
"MG984326_A_Shanghai_33_2017","HK15",2017,7,25,0,3,1,1,6,1,5,0,2,18,13,5,7,2,1,1,2
"MG984342_A_Shanghai_35_2017","HK15",2017,7,31,0,3,1,0,8,1,6,0,2,18,13,8,11,2,1,3,4
"MH637447_A_Linkou_0335_2017","HK15",2017,7,18,0,5,0,1,7,1,4,0,0,17,17,3,10,0,4,5,1
"MK159064_A_Jeonbuk_736_2017","HK15",2017,7,17,0,1,1,2,8,0,4,2,0,8,9,23,10,2,0,3,3
"CY245203_A_Arizona_50_2017","HK15",2017,8,22,0,0,0,0,7,2,3,1,0,11,11,9,11,6,2,3,1
"CY245459_A_Hawaii_45_2017","HK15",2017,8,22,0,1,2,0,8,1,3,0,1,8,11,13,12,6,1,2,2
"MG984350_A_Shanghai_36_2017","HK15",2017,8,9,0,3,0,2,5,1,4,0,1,12,14,4,12,1,4,3,2
"MG984358_A_Shanghai_37_2017","HK15",2017,8,9,0,3,1,1,6,1,4,0,1,17,14,5,7,2,1,2,1
"MG984366_A_Shanghai_38_2017","HK15",2017,8,11,0,3,0,1,7,1,7,0,1,13,14,4,11,2,1,3,1
"MG984390_A_Shanghai_40_2017","HK15",2017,8,19,0,3,0,1,5,1,6,0,1,18,13,4,7,1,4,3,3
"MG984398_A_Shanghai_41_2017","HK15",2017,8,19,0,3,1,1,7,1,5,0,0,13,13,4,11,2,4,3,1
"MG984414_A_Shanghai_43_2017","HK15",2017,8,21,0,3,0,0,6,1,5,0,0,12,14,8,7,2,2,2,1
"MG984430_A_Shanghai_45_2017","HK15",2017,8,23,0,3,1,2,6,1,4,0,3,18,13,5,7,2,1,3,3
"MG984438_A_Shanghai_46_2017","HK15",2017,8,29,0,4,1,1,9,1,6,0,0,12,14,4,11,2,1,3,1
"MG984446_A_Shanghai_47_2017","HK15",2017,8,29,0,3,0,0,6,1,6,0,0,17,13,8,7,2,1,1,1
"MG984462_A_Shanghai_49_2017","HK15",2017,9,5,0,3,0,1,6,1,7,1,2,12,15,5,7,2,1,2,4
"MG984478_A_Shanghai_50_2017","HK15",2017,9,6,0,3,0,2,7,1,4,1,0,18,13,4,11,2,4,2,1
"MG984486_A_Shanghai_51_2017","HK15",2017,9,8,0,3,1,1,5,1,5,1,0,13,14,8,13,2,1,2,1
"MG984502_A_Shanghai_53_2017","HK15",2017,9,13,0,3,0,1,8,1,5,1,1,12,13,5,11,2,2,2,3
"MK159072_A_Gyeongbuk_745_2017","HK15",2017,9,4,0,1,2,3,8,1,2,1,2,12,12,18,10,6,1,2,3
"CY250520_A_Arkansas_24_2017","HK15",2017,10,12,0,0,0,1,7,1,4,0,0,11,8,13,12,4,3,3,1
"CY257914_A_Florida_73_2017","HK15",2017,10,15,0,1,0,1,9,2,4,1,0,11,9,11,15,8,4,3,2
"CY257994_A_Massachusetts_16_2017","HK15",2017,10,12,0,0,0,0,7,0,2,0,1,12,13,6,3,4,5,5,3
"CY258177_A_New_York_36_2017","HK15",2017,10,21,0,3,1,1,7,1,4,0,1,23,17,9,7,2,1,6,1
"CY258305_A_Louisiana_57_2017","HK15",2017,10,28,0,0,0,1,9,1,3,0,0,10,10,12,11,5,4,3,1
"CY260353_A_California_86_2017","HK15",2017,10,3,0,2,0,0,5,1,3,0,0,12,14,5,11,3,1,5,3
"CY266079_A_Florida_87_2017","HK15",2017,10,25,0,0,0,0,8,1,3,0,0,14,10,10,13,4,3,3,1
"CY264374_A_New_Hampshire_27_2017","HK15",2017,11,21,0,1,0,0,7,1,3,0,0,11,8,12,13,5,4,3,1
"CY264986_A_Pennsylvania_274_2017","HK15",2017,12,15,0,2,0,0,9,1,3,0,0,13,9,12,12,7,4,3,1
"MG974447_A_Kansas_14_2017","HK15",2017,12,14,0,1,0,0,23,0,6,2,5,13,4,10,29,4,4,5,3
"MH637483_A_Baltimore_P0247_2018","HK15",2018,1,14,0,2,0,0,8,1,3,0,0,12,9,12,13,7,4,3,1
"MH637511_A_Baltimore_P0243_2018","HK15",2018,1,11,0,1,1,1,23,0,6,2,5,13,6,10,29,4,6,6,4
"MH637528_A_Baltimore_P0241_2018","HK15",2018,1,10,1,0,1,0,24,0,6,2,6,15,4,11,29,5,4,5,3
"MH637565_A_Baltimore_P0255_2018","HK15",2018,1,20,0,1,0,0,7,1,3,0,0,12,10,10,16,7,6,4,3
"MH637603_A_Baltimore_P0238_2018","HK15",2018,1,8,0,0,0,0,8,1,4,1,0,10,11,16,12,5,5,6,1
"MH637673_A_Baltimore_P0237_2018","HK15",2018,1,7,0,1,0,0,7,1,4,0,2,12,9,12,12,5,4,3,3
"MH637726_A_Baltimore_P0239_2018","HK15",2018,1,8,0,1,2,1,8,1,3,0,0,12,9,13,13,7,5,3,1
"MH637747_A_Baltimore_P0232_2018","HK15",2018,1,2,0,2,0,1,9,1,6,0,0,9,9,13,13,6,3,2,1
"MH637768_A_Baltimore_P0242_2018","HK15",2018,1,11,0,1,1,0,7,1,4,1,2,12,10,12,12,5,4,3,3
"MH637783_A_Baltimore_P0244_2018","HK15",2018,1,11,0,1,0,0,7,1,3,0,0,12,10,10,16,7,6,4,3
"MH637488_A_Baltimore_P0279_2018","HK15",2018,2,2,1,2,0,0,23,0,6,2,5,14,4,10,30,4,4,6,3
"MH637596_A_Baltimore_P0304_2018","HK15",2018,2,13,0,1,0,0,8,1,3,0,2,13,10,13,12,8,4,4,1
"MH637687_A_Baltimore_P0286_2018","HK15",2018,2,5,0,1,2,1,11,1,3,0,0,13,13,14,12,6,4,3,1
"MH637730_A_Baltimore_P0283_2018","HK15",2018,2,4,0,1,1,1,23,0,7,2,5,14,5,10,30,5,4,5,3
"MH637808_A_Baltimore_P0298_2018","HK15",2018,2,10,0,1,0,0,8,1,3,0,0,14,10,13,12,7,7,3,1
"MH701747_A_New_Jersey_93924_2018","HK15",2018,2,20,0,1,2,0,7,2,3,1,0,12,13,12,14,4,4,3,4
"MH701755_A_New_Jersey_93934_2018","HK15",2018,2,21,0,1,2,0,7,2,3,1,0,12,13,12,14,4,4,3,4
"MN154312_A_Washington_9752_2019","HK15",2019,3,15,0,0,1,1,26,0,9,3,6,21,12,14,36,12,7,6,5
"MN170167_A_Washington_9147_2019","HK15",2019,3,10,0,0,1,1,26,0,9,2,6,21,12,14,36,12,7,6,5
"MN170183_A_Washington_9149_2019","HK15",2019,3,11,0,0,1,1,26,0,9,2,6,21,12,14,36,12,7,6,5
"MN170191_A_Washington_9150_2019","HK15",2019,3,11,0,0,1,1,26,0,9,2,6,21,12,14,36,12,7,6,5
"MN170207_A_Washington_9153_2019","HK15",2019,3,14,0,0,1,1,26,0,9,2,6,21,12,14,36,12,7,6,5
"MN170223_A_Washington_9155_2019","HK15",2019,3,14,0,0,1,1,26,0,9,2,6,21,12,14,36,12,7,6,5
"1444950_A_Chepstow_1180_2019","HK15",2019,3,NA,1,4,1,1,10,3,7,1,3,27,30,8,10,5,6,8,8
"1548016_A_Cheboksary_153_2019","HK15",2019,3,NA,0,4,1,1,12,3,6,1,2,27,27,13,10,7,4,8,7
"1548064_A_Tomsk_155_2019","HK15",2019,3,NA,1,4,1,1,8,1,9,0,0,26,21,10,9,6,8,8,2
"1448200_A_Louisiana_34_2019","HK15",2019,4,NA,1,0,2,1,27,0,9,3,7,24,9,16,32,10,7,5,5
"1479371_A_Hawaii_31_2019","HK15",2019,4,NA,0,0,1,0,26,2,10,2,6,21,11,15,38,10,10,6,5
"1548211_A_Mexico_1952_2019","HK15",2019,5,NA,1,0,2,2,25,0,10,3,6,22,13,14,40,11,7,5,6
"1808226_A_Jiangxi_Zhanggong_1512_2019","HK15",2019,6,NA,1,4,1,2,12,1,7,2,3,28,20,6,10,7,8,6,9
"1592032_A_Hong_Kong_2671_2019","HK15",2019,6,NA,1,4,1,2,11,1,5,1,4,29,19,8,10,8,6,10,5
"1609436_A_El_Salvador_517_2019","HK15",2019,7,NA,0,1,1,0,27,1,10,2,6,24,11,16,36,9,10,7,6
"1597372_A_Louisiana_39_2019","HK15",2019,8,NA,1,5,4,2,12,2,9,0,2,25,26,13,13,5,3,11,4
"1609444_A_Hawaii_64_2019","HK15",2019,9,NA,1,4,1,1,14,3,7,3,3,33,30,11,10,7,7,12,7
"1618891_A_Pennsylvania_1020_2019","Kan17",2019,10,NA,0,2,2,4,31,1,16,3,7,44,28,20,41,15,12,18,5
"1661929_A_Mexico_2943_2019","Kan17",2019,10,NA,0,0,4,2,3,1,6,0,1,11,8,8,11,7,7,1,3
"1807829_A_Zhejiang_Dinghai_1817_2019","Kan17",2019,10,NA,0,3,2,5,34,2,12,4,7,40,25,19,40,13,12,12,7
"1641886_A_Idaho_40_2019","Kan17",2019,11,NA,0,3,2,2,36,3,13,4,7,43,36,25,39,14,12,16,11
"1662160_A_Abudhabi_106_2019","Kan17",2019,11,NA,0,5,2,1,36,2,16,2,6,35,33,25,44,12,10,16,8
"1807805_A_Guangxi_Hengxian_3105_2019","Kan17",2019,11,NA,0,3,1,2,39,1,12,3,7,40,26,22,45,23,12,12,9
"1640279_A_Cardiff_9474_2019","Kan17",2019,12,NA,0,1,0,0,2,2,3,2,11,10,35,29,9,16,2,15,7
"1651646_A_Virginia_42_2019","Kan17",2019,12,NA,0,6,2,1,34,3,15,2,8,38,32,25,45,13,10,15,9
"1692312_A_Louisiana_66_2019","Kan17",2019,12,NA,0,3,1,1,37,4,14,5,9,43,38,24,39,13,14,16,11
"1738933_A_Idaho_52_2019","Kan17",2019,12,NA,0,4,2,2,37,3,16,3,8,41,33,26,42,15,13,15,11
"1799200_A_Haiti_394_2019","Kan17",2019,12,NA,0,5,2,1,34,3,16,2,6,33,38,23,45,11,13,14,8
"1675773_A_Rheinland_Pfalz_5_2020","Kan17",2020,1,NA,0,0,0,0,3,2,4,2,10,11,34,30,10,13,3,15,7
"1683447_A_Wisconsin_03_2020","Kan17",2020,1,NA,0,4,1,1,38,4,13,3,8,43,35,25,43,12,13,15,11
"2761581_A_Hessen_26_2020","Kan17",2020,1,NA,0,4,1,2,38,3,12,3,8,42,37,22,42,16,13,14,12
"1713851_A_Pennsylvania_15_2020","Kan17",2020,2,NA,0,4,2,4,34,1,14,5,7,41,30,26,44,15,13,12,9
"1740471_A_Minnesota_12_2020","Kan17",2020,2,NA,0,4,1,2,39,3,13,3,8,42,37,23,42,16,12,14,12
"2761606_A_Schleswig_Holstein_9_2020","Kan17",2020,2,NA,0,1,0,1,4,2,4,2,10,11,34,29,11,13,4,16,6
"1738893_A_Minnesota_23_2020","Kan17",2020,3,NA,0,3,2,1,36,4,13,3,7,44,40,23,43,12,11,14,12
"1748112_A_Alberta_RV5268_2020","Kan17",2020,3,NA,1,2,1,2,35,1,15,2,9,42,28,24,44,13,15,14,4
"1847845_A_Saitama_92_2020","Kan17",2020,4,NA,1,4,2,2,41,2,16,3,6,37,36,28,48,12,11,14,9
"1841191_A_Yunnan_Wenshan_1592_2020","Kan17",2020,7,NA,0,4,1,2,37,1,12,3,9,37,28,23,43,17,13,12,8
"1841681_A_Cambodia_e0826360_2020","Kan17",2020,7,NA,1,4,2,2,39,3,16,3,6,39,37,30,47,13,14,16,9
"1847821_A_Kitakyusyu_1_2020","Kan17",2020,8,NA,0,4,3,1,35,2,15,2,7,35,34,26,50,12,9,15,8
"1839735_A_Laos_1752_2020","Kan17",2020,9,NA,1,4,2,2,39,3,16,3,8,43,38,30,46,13,13,16,9
"1838078_A_California_55_2020","HK19",2020,10,NA,0,3,3,3,18,2,7,2,2,21,25,18,16,13,7,5,8
"1847925_A_Vietnam_Vnhcm_Gs483_2020","HK19",2020,10,NA,0,4,3,4,18,3,7,2,2,23,26,19,17,11,7,7,7
"1852226_A_Bangkok_62_2020","HK19",2020,11,NA,0,4,5,2,18,2,7,2,1,24,26,18,21,13,7,6,8
"1849665_A_AbuDhabi_01_2021","HK19",2021,1,NA,1,3,3,2,22,3,10,1,4,21,28,17,17,15,10,4,8
"1926248_A_Saint_Petersburg_RII_2415S_2021","HK19",2021,1,NA,1,10,4,7,26,8,7,2,3,30,30,26,21,24,11,8,7
"1861076_A_Laos_580_2021","HK19",2021,2,NA,0,3,3,2,18,3,7,2,2,22,28,18,18,13,8,6,7
"1858651_A_Pennsylvania_01_2021","HK19",2021,3,NA,0,4,3,3,23,3,8,2,1,22,30,16,20,15,8,5,7
"1885447_A_Abu_Dhabi_2210622842_2021","HK19",2021,3,NA,0,4,3,2,23,3,7,1,4,21,29,19,18,16,10,4,11
"1869531_A_Delaware_01_2021","HK19",2021,4,NA,0,3,5,3,23,3,7,2,1,21,23,19,20,17,10,6,7
"1905802_A_Nepal_Npwr_05637_2021","HK19",2021,4,NA,0,4,3,3,20,3,8,3,1,18,26,19,18,14,7,8,11
"EPI2415906_A_Darwin_9_2021","HK19",2021,4,NA,0,4,5,4,24,3,7,2,2,20,26,20,23,14,10,5,8
"1905786_A_India_PUN_NIV312063_2021","HK19",2021,5,NA,0,3,4,4,21,3,9,1,2,19,27,15,19,15,9,6,7
"1905714_A_India_PUN_NIV323256_2021","HK19",2021,6,NA,1,4,4,3,25,3,6,1,1,22,31,16,20,15,9,6,8
"1921773_A_Thailand_12_2021","HK19",2021,6,NA,0,4,3,2,17,2,9,2,5,25,25,19,18,13,7,6,10
"1916915_A_Oklahoma_01_2021","HK19",2021,7,NA,0,2,4,2,16,1,4,1,6,23,16,15,16,11,12,1,3
"1924350_A_Philippines_6_2021","HK19",2021,7,NA,0,6,3,3,40,1,13,3,6,42,26,21,41,15,11,10,10
"1916923_A_Michigan_03_2021","HK19",2021,8,NA,0,4,2,3,22,1,7,1,2,23,23,18,22,11,10,6,7
"1919553_A_YANAO_08_01V_2021","HK19",2021,8,NA,1,3,4,3,26,3,7,2,3,19,29,21,18,16,9,7,8
"1922800_A_Nepal_21FL2699_2021","HK19",2021,8,NA,1,4,4,4,24,5,7,2,1,22,30,20,22,17,12,5,7
"1925236_A_Michigan_05_2021","HK19",2021,9,NA,1,2,3,4,21,2,4,2,4,30,23,13,20,14,13,1,8
"1940321_A_New_York_03_2021","HK19",2021,9,NA,1,3,6,3,28,3,9,2,3,22,29,21,21,16,9,7,9
"1954438_A_Picardie_28479_2021","HK19",2021,9,NA,1,3,4,4,25,3,7,2,4,20,27,22,19,18,10,9,10
"1967900_A_Pakistan_ICT7_2021","HK19",2021,9,NA,0,3,3,3,21,4,6,2,2,24,28,21,20,16,7,7,8
"1969592_A_Bangladesh_9019_2021","HK19",2021,9,NA,1,3,3,3,26,3,10,2,1,23,29,20,24,20,10,7,7
"1941020_A_Florida_04_2021","Cam20",2021,10,NA,0,0,3,3,16,3,2,2,2,11,14,14,11,9,5,6,2
"1952515_A_Pennsylvania_06_2021","Cam20",2021,11,NA,0,1,3,4,16,3,2,2,2,11,15,16,11,9,5,6,2
"1958506_A_Khakassia_155_06V_2021","Cam20",2021,11,NA,0,2,1,3,15,3,3,2,3,11,14,13,11,10,6,6,2
"1960344_A_Montana_10_2021","Cam20",2021,11,NA,0,0,3,4,16,3,4,2,2,12,15,16,12,9,5,6,2
"1964326_A_California_46_2021","Cam20",2021,12,NA,0,0,4,4,16,3,2,2,3,11,14,16,11,10,5,6,2
"1992288_A_Wyoming_09_2021","Cam20",2021,12,NA,0,0,3,4,16,3,2,2,2,12,15,14,11,9,5,6,3
"2046104_A_Krasnodar_Krai_183_10V_2021","Cam20",2021,12,NA,0,1,1,3,10,5,3,1,0,12,16,12,11,13,8,5,0
"1983154_A_Montana_02_2022","Cam20",2022,1,NA,0,0,3,3,16,3,2,2,4,12,14,14,13,9,5,6,3
"2019560_A_Novosibirsk_RII_MH60652S_2022","Cam20",2022,1,NA,0,1,1,3,16,3,2,4,2,10,16,13,10,10,5,6,2
"2004157_A_North_Dakota_03_2022","Cam20",2022,2,NA,0,1,3,4,16,3,2,2,2,13,16,15,12,11,5,6,2
"2007488_A_New_Mexico_07_2022","Cam20",2022,2,NA,0,1,4,4,16,3,2,2,2,13,15,15,12,11,7,6,2
"2042591_A_Picardie_21593_2022","Cam20",2022,3,NA,0,0,1,4,14,3,3,2,2,17,13,17,10,9,9,7,1
"2042752_A_Lorraine_23758_2022","Cam20",2022,3,NA,0,0,1,4,15,3,2,3,2,15,14,14,11,9,8,8,1
"2043548_A_Berlin_23_2022","Cam20",2022,3,NA,0,0,1,4,14,4,2,2,2,17,15,18,12,10,8,7,1
"2042994_A_Lorraine_28541_2022","Cam20",2022,4,NA,0,0,1,4,14,3,2,2,3,11,15,15,11,14,8,7,4
"2077428_A_Berlin_61_2022","Cam20",2022,4,NA,1,3,4,5,13,4,7,4,6,44,40,25,12,19,19,10,12
"2500106_A_ABUDHABI_UAE_1112067_2022","Cam20",2022,4,NA,1,1,3,3,14,3,3,2,7,14,33,25,12,9,4,6,8
"2063583_A_Idaho_25_2022","Cam20",2022,5,NA,0,1,2,4,14,4,2,2,0,14,14,14,13,9,8,7,1
"2127871_A_Michigan_35_2022","Cam20",2022,5,NA,1,4,4,8,13,4,8,5,6,48,44,25,15,17,20,12,11
"2136215_A_Abu_Dhabi_1812537_2022","Cam20",2022,6,NA,1,3,4,7,15,4,12,4,7,44,43,25,14,19,21,12,11
"2503987_A_British_Columbia_124_2022","Cam20",2022,6,NA,0,0,2,1,13,4,5,2,7,16,18,12,12,12,8,4,9
"2233523_A_Ayutthaya_NIC_P2289_2022","Cam20",2022,7,NA,1,0,1,4,21,3,3,3,0,15,13,17,15,14,6,5,1
"2176957_A_Florida_70_2022","Cam20",2022,8,NA,1,3,4,6,14,4,8,5,6,47,45,27,15,18,21,13,11
"2194875_A_Maldives_875_2022","Cam20",2022,9,NA,1,2,3,3,15,4,5,2,7,39,38,27,14,15,7,6,7
"2325220_A_Finland_298_2022","Cam20",2022,9,NA,0,1,3,3,16,3,3,2,7,19,37,28,13,9,4,8,7
"2206316_A_Rogerstone_2168_2022","Dar21",2022,10,NA,2,0,1,5,1,0,1,0,5,7,32,31,1,3,0,6,6
"2208308_A_Lourdes_53101_2022","Dar21",2022,10,NA,2,2,2,5,6,5,2,4,5,46,41,25,3,22,2,10,11
"2253452_A_Kansas_25_2022","Dar21",2022,10,NA,2,1,2,5,4,5,6,0,5,39,33,27,0,22,2,3,10
"2252381_A_Maine_07_2022","Dar21",2022,10,NA,2,2,2,6,3,5,7,5,5,44,42,26,5,22,20,12,12
"2254250_A_Centre_56613_2022","Dar21",2022,11,NA,2,2,1,6,3,5,0,4,5,45,9,27,2,22,4,10,11
"2257357_A_Austria_MUW1572306_2022","Dar21",2022,11,NA,2,5,3,10,4,5,8,4,7,42.5,44,25,3,25,23,14,13
"2283189_A_Denmark_3146_2022","Dar21",2022,11,NA,2,2,1,6,4,5,2,4,5,44,7,26,1,23,2,10,11
"2571528_A_Bhutan_001_2022","Dar21",2022,11,NA,2,0,1,3,5,1,0,1,0,10,17,10,2,2,2,5,3
"2385451_A_Oman_8557_2022","Dar21",2022,12,NA,2,0,2,3,4,0,2,0,2,8,14,6,0,5,1,1,1
"2424342_A_Baden_Wuerttemberg_144_2022","Dar21",2022,12,NA,2,2,3,6,5,5,11,5,7,46,41,24,4,24,21,12,13
"2539626_A_Nordrhein_Westfalen_128_2022","Dar21",2022,12,NA,2,1,1,0,4,0,1,1,1,10,13,5,2,3,2,3,3
"2587133_A_Berlin_265_2022","Dar21",2022,12,NA,2,3,1,6,3,5,2,4,7,45,8,26,0,25,0,11,11
"2367511_A_Connecticut_04_2023","Dar21",2023,1,NA,2,3,4,6,5,5,5,4,5,46,42,27,2,24,1,12,11
"2424895_A_Sachsen_Anhalt_3_2023","Dar21",2023,1,NA,2,3,4,6,6,5,2,4,6,47,40,27,2,23,2,11,12
"2441868_A_Minnesota_08_2023","Dar21",2023,1,NA,2,2,2,6,4,5,6,5,5,50,45,27,3,20,20,14,11
"2498550_A_California_32_2023","Dar21",2023,1,NA,2,3,3,6,5,5,3,6,6,47,42,26,2,25,2,12,12
"2498622_A_Kansas_01_2023","Dar21",2023,2,NA,2,2,0,6,3,5,0,4,5,50,6,25,3,23,3,10,11
"2534759_A_Minnesota_18_2023","Dar21",2023,2,NA,2,2,3,6,5,5,6,5,5,47,44,28,5,22,20,18,10
"2467517_A_HaidianCDC_12962_2023","Dar21",2023,3,NA,2,1,11,3,7,0,1,1,0,8,11,12,6,8,3,2,0
"2599401_A_Lebanon_2787_2023","Dar21",2023,3,NA,2,6,2,7,5,5,8,5,8,46,42,31,3,25,21,10,12
"2716351_A_Guatemala_378_2023","Dar21",2023,4,NA,2,2,3,6,6,6,9,4,6,41,38,32,4,25,20,13,10
"2732731_A_Bangladesh_9003_2023","Dar21",2023,5,NA,2,4,2,6,7,5,2,1,0,50,11,29,3,25,1,1,1
"2689682_A_Costa_Rica_8476_2023","Dar21",2023,6,NA,2,0,2,2,8,0,1,2,0,8,8,15,5,9,2,3,1
"2716167_A_Kentucky_06_2023","Dar21",2023,7,NA,2,3,2,6,9,5,2,2,1,48,13,30,5,25,1,2,0
"2736750_A_Finland_407_2023","Dar21",2023,8,NA,2,2,1,4,5,4,1,2,6,13,10,30,5,20,5,18,10
"2758811_A_Catalonia_NSVH102158148_2023","Dar21",2023,9,NA,2,3,2,7,14,5,4,1,1,53.5,13,30,5,23,6,1,0
"EPI2800450_A_Phra_Nakhon_Si_Ayutthaya_P4330_2023","Dar21",2023,10,NA,2,4,2,7,9,6,2,1,0,49,11,36,9,25,3,4,0
"EPI2845383_A_Saint_Petersburg_RII_169_2023","Dar21",2023,10,NA,2,2,2,6,9,5,1,5,7,47,10,27,7,26,5,12,12
"EPI2817864_A_Nakhon_Phanom_P4970_2023","Dar21",2023,11,NA,2,2,2,6,9,5,3,4,7,47,11,27,7,26,4,12,13
"EPI2819091_A_Nebraska_13_2023","Dar21",2023,11,NA,2,3,2,6,10,6,2,4,8,46,13,30,6,26,4,13,14
"EPI2901414_A_California_118_2023","Dar21",2023,11,NA,2,2,2,6,9,5,2,4,8,50,11,30,6,26,4,12,13
"EPI2926182_A_Hong_Kong_3084_2023","Dar21",2023,12,NA,2,3,2,6,10,5,2,4,8,47,13,28,5,26,2,13,13
"EPI2970652_A_Saratov_RII_3_2023","Dar21",2023,12,NA,2,3,2,6,11,6,3,4,7,48,13,30,5,28,2,13,15
"EPI3095110_A_Samara_22_2023","Dar21",2023,12,NA,2,2,1,6,9,5,3,4,7,48,13,29,7,28,3,14,14
"EPI3055327_A_New_Hampshire_02_2024","Dar21",2024,1,NA,2,3,0,8,10,5,3,1,1,56,14,29,6,22,5,1,2
"EPI3089330_A_Penarth_6936_2024","Dar21",2024,1,NA,2,2,2,6,10,7,2,4,11,47,13,28,6,27,3,13,14
"EPI3134187_A_Florida_06_2024","Dar21",2024,1,NA,2,3,1,9,10,5,4,1,0,55,15,30,8,23,6,2,2
"EPI3133740_A_Idaho_21_2024","Dar21",2024,2,NA,2,2,2,6,10,6,2,5,10,47,11,30,5,28,3,15,14
"EPI3186714_A_Washington_22_2024","Dar21",2024,2,NA,2,3,2,10,9,5,4,1,1,55,15,32,7,24,5,2,0
"EPI3186602_A_Nevada_104_2024","Dar21",2024,3,NA,2,2,2,7,11,5,1,4,7,49,13,29,5,27,4,13,13
